snapshot_date,store_id,product_id,quantity_on_hand,reorder_point
2026-07-15,ST-010,PR-00104,255,36
2026-07-15,ST-010,PR-00105,459,50
2026-07-15,ST-010,PR-00106,361,31
2026-07-15,ST-010,PR-00107,145,65
2026-07-15,ST-010,PR-00108,425,87
2026-07-15,ST-010,PR-00109,117,86
2026-07-15,ST-010,PR-00110,243,31
2026-07-15,ST-010,PR-00111,392,51
2026-07-15,ST-010,PR-00112,382,37
2026-07-15,ST-010,PR-00113,305,94
2026-07-15,ST-010,PR-00114,112,87
2026-07-15,ST-010,PR-00115,289,95
2026-07-15,ST-010,PR-00116,295,93
2026-07-15,ST-010,PR-00117,352,20
2026-07-15,ST-010,PR-00118,9,90
2026-07-15,ST-010,PR-00119,57,29
2026-07-15,ST-010,PR-00120,2,44
2026-07-15,ST-010,PR-00121,17,95
2026-07-15,ST-010,PR-00122,54,48
2026-07-15,ST-010,PR-00123,10,51
2026-07-15,ST-010,PR-00124,138,27
2026-07-15,ST-010,PR-00125,230,26
2026-07-15,ST-010,PR-00126,251,27
2026-07-15,ST-010,PR-00127,419,54
2026-07-15,ST-010,PR-00128,201,46
2026-07-15,ST-010,PR-00129,455,94
2026-07-15,ST-010,PR-00130,107,39
2026-07-15,ST-010,PR-00131,376,56
2026-07-15,ST-010,PR-00132,285,27
2026-07-15,ST-010,PR-00133,404,49
2026-07-15,ST-010,PR-00134,445,81
2026-07-15,ST-010,PR-00135,370,81
2026-07-15,ST-010,PR-00136,385,87
2026-07-15,ST-010,PR-00137,427,62
2026-07-15,ST-010,PR-00138,392,75
2026-07-15,ST-010,PR-00139,289,20
2026-07-15,ST-010,PR-00140,181,71
2026-07-15,ST-010,PR-00141,414,46
2026-07-15,ST-010,PR-00142,389,87
2026-07-15,ST-010,PR-00143,23,87
2026-07-15,ST-010,PR-00144,72,40
2026-07-15,ST-010,PR-00145,42,68
2026-07-15,ST-010,PR-00146,149,55
2026-07-15,ST-010,PR-00147,308,49
2026-07-15,ST-010,PR-00148,156,96
2026-07-15,ST-010,PR-00149,451,55
2026-07-15,ST-010,PR-00150,341,23
2026-07-15,ST-010,PR-00151,475,96
2026-07-15,ST-010,PR-00152,183,90
2026-07-15,ST-010,PR-00153,416,24
2026-07-15,ST-010,PR-00154,455,45
2026-07-15,ST-010,PR-00155,102,58
2026-07-15,ST-010,PR-00156,175,52
2026-07-15,ST-010,PR-00157,306,38
2026-07-15,ST-010,PR-00158,439,92
2026-07-15,ST-010,PR-00159,416,25
2026-07-15,ST-010,PR-00160,81,79
2026-07-15,ST-010,PR-00161,419,76
2026-07-15,ST-010,PR-00162,445,48
2026-07-15,ST-010,PR-00163,428,69
2026-07-15,ST-010,PR-00164,62,49
2026-07-15,ST-010,PR-00165,210,39
2026-07-15,ST-010,PR-00166,128,94
2026-07-15,ST-010,PR-00167,43,44
2026-07-15,ST-010,PR-00168,469,91
2026-07-15,ST-010,PR-00169,8,61
2026-07-15,ST-010,PR-00170,209,86
2026-07-15,ST-010,PR-00171,484,86
2026-07-15,ST-010,PR-00172,189,96
2026-07-15,ST-010,PR-00173,482,83
2026-07-15,ST-010,PR-00174,193,24
2026-07-15,ST-010,PR-00175,9,91
2026-07-15,ST-010,PR-00176,185,74
2026-07-15,ST-010,PR-00177,279,22
2026-07-15,ST-010,PR-00178,52,25
2026-07-15,ST-010,PR-00179,87,25
2026-07-15,ST-010,PR-00180,149,25
2026-07-15,ST-010,PR-00181,261,68
2026-07-15,ST-010,PR-00182,144,64
2026-07-15,ST-010,PR-00183,70,52
2026-07-15,ST-010,PR-00184,306,40
2026-07-15,ST-010,PR-00185,448,28
2026-07-15,ST-010,PR-00186,454,81
2026-07-15,ST-010,PR-00187,66,56
2026-07-15,ST-010,PR-00188,176,38
2026-07-15,ST-010,PR-00189,274,75
2026-07-15,ST-010,PR-00190,164,48
2026-07-15,ST-010,PR-00191,420,43
2026-07-15,ST-010,PR-00192,120,89
2026-07-15,ST-010,PR-00193,69,45
2026-07-15,ST-010,PR-00194,429,78
2026-07-15,ST-010,PR-00195,498,69
2026-07-15,ST-010,PR-00196,245,59
2026-07-15,ST-010,PR-00197,129,79
2026-07-15,ST-010,PR-00198,440,36
2026-07-15,ST-010,PR-00199,309,58
2026-07-15,ST-010,PR-00200,102,53
2026-07-15,ST-011,PR-00001,303,52
2026-07-15,ST-011,PR-00002,85,36
2026-07-15,ST-011,PR-00003,368,99
2026-07-15,ST-011,PR-00004,309,65
2026-07-15,ST-011,PR-00005,393,91
2026-07-15,ST-011,PR-00006,156,100
2026-07-15,ST-011,PR-00007,165,64
2026-07-15,ST-011,PR-00008,455,68
2026-07-15,ST-011,PR-00009,476,99
2026-07-15,ST-011,PR-00010,253,27
2026-07-15,ST-011,PR-00011,277,34
2026-07-15,ST-011,PR-00012,490,53
2026-07-15,ST-011,PR-00013,61,90
2026-07-15,ST-011,PR-00014,125,24
2026-07-15,ST-011,PR-00015,181,75
2026-07-15,ST-011,PR-00016,344,79
2026-07-15,ST-011,PR-00017,489,37
2026-07-15,ST-011,PR-00018,109,45
2026-07-15,ST-011,PR-00019,388,60
2026-07-15,ST-011,PR-00020,8,41
2026-07-15,ST-011,PR-00021,450,70
2026-07-15,ST-011,PR-00022,497,54
2026-07-15,ST-011,PR-00023,313,23
2026-07-15,ST-011,PR-00024,363,84
2026-07-15,ST-011,PR-00025,153,48
2026-07-15,ST-011,PR-00026,54,61
2026-07-15,ST-011,PR-00027,91,85
2026-07-15,ST-011,PR-00028,308,69
2026-07-15,ST-011,PR-00029,463,47
2026-07-15,ST-011,PR-00030,376,92
2026-07-15,ST-011,PR-00031,289,62
2026-07-15,ST-011,PR-00032,55,28
2026-07-15,ST-011,PR-00033,35,88
2026-07-15,ST-011,PR-00034,131,66
2026-07-15,ST-011,PR-00035,318,63
2026-07-15,ST-011,PR-00036,105,70
2026-07-15,ST-011,PR-00037,391,52
2026-07-15,ST-011,PR-00038,22,74
2026-07-15,ST-011,PR-00039,304,62
2026-07-15,ST-011,PR-00040,371,52
2026-07-15,ST-011,PR-00041,104,42
2026-07-15,ST-011,PR-00042,36,54
2026-07-15,ST-011,PR-00043,314,69
2026-07-15,ST-011,PR-00044,143,38
2026-07-15,ST-011,PR-00045,354,58
2026-07-15,ST-011,PR-00046,459,62
2026-07-15,ST-011,PR-00047,431,51
2026-07-15,ST-011,PR-00048,443,49
2026-07-15,ST-011,PR-00049,13,77
2026-07-15,ST-011,PR-00050,56,50
2026-07-15,ST-011,PR-00051,87,80
2026-07-15,ST-011,PR-00052,453,90
2026-07-15,ST-011,PR-00053,305,86
2026-07-15,ST-011,PR-00054,290,95
2026-07-15,ST-011,PR-00055,112,37
2026-07-15,ST-011,PR-00056,398,21
2026-07-15,ST-011,PR-00057,251,36
2026-07-15,ST-011,PR-00058,135,37
2026-07-15,ST-011,PR-00059,167,99
2026-07-15,ST-011,PR-00060,291,25
2026-07-15,ST-011,PR-00061,370,54
2026-07-15,ST-011,PR-00062,341,62
2026-07-15,ST-011,PR-00063,197,77
2026-07-15,ST-011,PR-00064,12,73
2026-07-15,ST-011,PR-00065,276,60
2026-07-15,ST-011,PR-00066,306,69
2026-07-15,ST-011,PR-00067,22,34
2026-07-15,ST-011,PR-00068,287,79
2026-07-15,ST-011,PR-00069,295,82
2026-07-15,ST-011,PR-00070,115,87
2026-07-15,ST-011,PR-00071,160,46
2026-07-15,ST-011,PR-00072,333,88
2026-07-15,ST-011,PR-00073,59,74
2026-07-15,ST-011,PR-00074,40,70
2026-07-15,ST-011,PR-00075,376,43
2026-07-15,ST-011,PR-00076,392,35
2026-07-15,ST-011,PR-00077,331,45
2026-07-15,ST-011,PR-00078,121,55
2026-07-15,ST-011,PR-00079,158,21
2026-07-15,ST-011,PR-00080,5,75
2026-07-15,ST-011,PR-00081,354,67
2026-07-15,ST-011,PR-00082,295,25
2026-07-15,ST-011,PR-00083,333,47
2026-07-15,ST-011,PR-00084,58,27
2026-07-15,ST-011,PR-00085,184,34
2026-07-15,ST-011,PR-00086,182,99
2026-07-15,ST-011,PR-00087,151,61
2026-07-15,ST-011,PR-00088,402,33
2026-07-15,ST-011,PR-00089,371,87
2026-07-15,ST-011,PR-00090,189,67
2026-07-15,ST-011,PR-00091,61,65
2026-07-15,ST-011,PR-00092,489,20
2026-07-15,ST-011,PR-00093,190,51
2026-07-15,ST-011,PR-00094,181,26
2026-07-15,ST-011,PR-00095,72,84
2026-07-15,ST-011,PR-00096,432,76
2026-07-15,ST-011,PR-00097,256,91
2026-07-15,ST-011,PR-00098,235,77
2026-07-15,ST-011,PR-00099,6,64
2026-07-15,ST-011,PR-00100,468,85
2026-07-15,ST-011,PR-00101,187,24
2026-07-15,ST-011,PR-00102,263,62
2026-07-15,ST-011,PR-00103,237,94
2026-07-15,ST-011,PR-00104,382,33
2026-07-15,ST-011,PR-00105,186,25
2026-07-15,ST-011,PR-00106,49,91
2026-07-15,ST-011,PR-00107,456,44
2026-07-15,ST-011,PR-00108,470,28
2026-07-15,ST-011,PR-00109,300,79
2026-07-15,ST-011,PR-00110,456,100
2026-07-15,ST-011,PR-00111,200,61
2026-07-15,ST-011,PR-00112,175,90
2026-07-15,ST-011,PR-00113,165,89
2026-07-15,ST-011,PR-00114,23,26
2026-07-15,ST-011,PR-00115,357,48
2026-07-15,ST-011,PR-00116,16,60
2026-07-15,ST-011,PR-00117,158,23
2026-07-15,ST-011,PR-00118,341,45
2026-07-15,ST-011,PR-00119,140,90
2026-07-15,ST-011,PR-00120,282,77
2026-07-15,ST-011,PR-00121,325,78
2026-07-15,ST-011,PR-00122,264,43
2026-07-15,ST-011,PR-00123,409,86
2026-07-15,ST-011,PR-00124,500,27
2026-07-15,ST-011,PR-00125,205,85
2026-07-15,ST-011,PR-00126,330,31
2026-07-15,ST-011,PR-00127,43,46
2026-07-15,ST-011,PR-00128,0,55
2026-07-15,ST-011,PR-00129,114,22
2026-07-15,ST-011,PR-00130,195,52
2026-07-15,ST-011,PR-00131,472,21
2026-07-15,ST-011,PR-00132,420,30
2026-07-15,ST-011,PR-00133,96,56
2026-07-15,ST-011,PR-00134,231,32
2026-07-15,ST-011,PR-00135,437,96
2026-07-15,ST-011,PR-00136,109,96
2026-07-15,ST-011,PR-00137,289,58
2026-07-15,ST-011,PR-00138,346,98
2026-07-15,ST-011,PR-00139,460,22
2026-07-15,ST-011,PR-00140,221,92
2026-07-15,ST-011,PR-00141,300,42
2026-07-15,ST-011,PR-00142,379,34
2026-07-15,ST-011,PR-00143,41,77
2026-07-15,ST-011,PR-00144,229,83
2026-07-15,ST-011,PR-00145,190,60
2026-07-15,ST-011,PR-00146,372,38
2026-07-15,ST-011,PR-00147,316,81
2026-07-15,ST-011,PR-00148,446,36
2026-07-15,ST-011,PR-00149,148,92
2026-07-15,ST-011,PR-00150,373,70
2026-07-15,ST-011,PR-00151,331,97
2026-07-15,ST-011,PR-00152,312,57
2026-07-15,ST-011,PR-00153,159,63
2026-07-15,ST-011,PR-00154,151,34
2026-07-15,ST-011,PR-00155,251,77
2026-07-15,ST-011,PR-00156,446,40
2026-07-15,ST-011,PR-00157,366,65
2026-07-15,ST-011,PR-00158,44,55
2026-07-15,ST-011,PR-00159,190,83
2026-07-15,ST-011,PR-00160,18,72
2026-07-15,ST-011,PR-00161,280,48
2026-07-15,ST-011,PR-00162,455,73
2026-07-15,ST-011,PR-00163,282,28
2026-07-15,ST-011,PR-00164,254,72
2026-07-15,ST-011,PR-00165,491,44
2026-07-15,ST-011,PR-00166,310,67
2026-07-15,ST-011,PR-00167,23,55
2026-07-15,ST-011,PR-00168,468,42
2026-07-15,ST-011,PR-00169,160,82
2026-07-15,ST-011,PR-00170,396,36
2026-07-15,ST-011,PR-00171,94,29
2026-07-15,ST-011,PR-00172,93,69
2026-07-15,ST-011,PR-00173,252,99
2026-07-15,ST-011,PR-00174,493,56
2026-07-15,ST-011,PR-00175,420,94
2026-07-15,ST-011,PR-00176,3,28
2026-07-15,ST-011,PR-00177,73,22
2026-07-15,ST-011,PR-00178,54,75
2026-07-15,ST-011,PR-00179,326,64
2026-07-15,ST-011,PR-00180,136,69
2026-07-15,ST-011,PR-00181,254,47
2026-07-15,ST-011,PR-00182,30,95
2026-07-15,ST-011,PR-00183,159,55
2026-07-15,ST-011,PR-00184,485,67
2026-07-15,ST-011,PR-00185,283,50
2026-07-15,ST-011,PR-00186,484,33
2026-07-15,ST-011,PR-00187,456,39
2026-07-15,ST-011,PR-00188,23,38
2026-07-15,ST-011,PR-00189,354,59
2026-07-15,ST-011,PR-00190,345,45
2026-07-15,ST-011,PR-00191,53,30
2026-07-15,ST-011,PR-00192,407,72
2026-07-15,ST-011,PR-00193,313,82
2026-07-15,ST-011,PR-00194,211,78
2026-07-15,ST-011,PR-00195,408,76
2026-07-15,ST-011,PR-00196,400,38
2026-07-15,ST-011,PR-00197,255,36
2026-07-15,ST-011,PR-00198,279,58
2026-07-15,ST-011,PR-00199,55,39
2026-07-15,ST-011,PR-00200,230,99
2026-07-15,ST-012,PR-00001,465,100
2026-07-15,ST-012,PR-00002,25,53
2026-07-15,ST-012,PR-00003,426,83
2026-07-15,ST-012,PR-00004,318,67
2026-07-15,ST-012,PR-00005,191,79
2026-07-15,ST-012,PR-00006,74,63
2026-07-15,ST-012,PR-00007,77,76
2026-07-15,ST-012,PR-00008,42,33
2026-07-15,ST-012,PR-00009,265,35
2026-07-15,ST-012,PR-00010,426,94
2026-07-15,ST-012,PR-00011,73,55
2026-07-15,ST-012,PR-00012,249,55
2026-07-15,ST-012,PR-00013,463,93
2026-07-15,ST-012,PR-00014,464,44
2026-07-15,ST-012,PR-00015,150,24
2026-07-15,ST-012,PR-00016,464,26
2026-07-15,ST-012,PR-00017,476,65
2026-07-15,ST-012,PR-00018,359,44
2026-07-15,ST-012,PR-00019,201,99
2026-07-15,ST-012,PR-00020,218,28
2026-07-15,ST-012,PR-00021,150,50
2026-07-15,ST-012,PR-00022,294,93
2026-07-15,ST-012,PR-00023,159,81
2026-07-15,ST-012,PR-00024,199,100
2026-07-15,ST-012,PR-00025,103,100
2026-07-15,ST-012,PR-00026,311,47
2026-07-15,ST-012,PR-00027,453,57
2026-07-15,ST-012,PR-00028,46,79
2026-07-15,ST-012,PR-00029,161,22
2026-07-15,ST-012,PR-00030,261,86
2026-07-15,ST-012,PR-00031,219,50
2026-07-15,ST-012,PR-00032,11,77
2026-07-15,ST-012,PR-00033,117,83
2026-07-15,ST-012,PR-00034,384,30
2026-07-15,ST-012,PR-00035,422,72
2026-07-15,ST-012,PR-00036,464,97
2026-07-15,ST-012,PR-00037,40,28
2026-07-15,ST-012,PR-00038,436,75
2026-07-15,ST-012,PR-00039,427,82
2026-07-15,ST-012,PR-00040,227,51
2026-07-15,ST-012,PR-00041,212,86
2026-07-15,ST-012,PR-00042,274,82
2026-07-15,ST-012,PR-00043,444,25
2026-07-15,ST-012,PR-00044,494,71
2026-07-15,ST-012,PR-00045,440,96
2026-07-15,ST-012,PR-00046,201,62
2026-07-15,ST-012,PR-00047,12,100
2026-07-15,ST-012,PR-00048,412,100
2026-07-15,ST-012,PR-00049,266,42
2026-07-15,ST-012,PR-00050,280,24
2026-07-15,ST-012,PR-00051,14,53
2026-07-15,ST-012,PR-00052,461,83
2026-07-15,ST-012,PR-00053,177,20
2026-07-15,ST-012,PR-00054,287,70
2026-07-15,ST-012,PR-00055,15,52
2026-07-15,ST-012,PR-00056,421,87
2026-07-15,ST-012,PR-00057,130,69
2026-07-15,ST-012,PR-00058,300,84
2026-07-15,ST-012,PR-00059,453,52
2026-07-15,ST-012,PR-00060,133,32
2026-07-15,ST-012,PR-00061,356,88
2026-07-15,ST-012,PR-00062,287,44
2026-07-15,ST-012,PR-00063,481,63
2026-07-15,ST-012,PR-00064,297,71
2026-07-15,ST-012,PR-00065,50,21
2026-07-15,ST-012,PR-00066,158,82
2026-07-15,ST-012,PR-00067,339,98
2026-07-15,ST-012,PR-00068,323,22
2026-07-15,ST-012,PR-00069,433,63
2026-07-15,ST-012,PR-00070,53,77
2026-07-15,ST-012,PR-00071,384,37
2026-07-15,ST-012,PR-00072,50,60
2026-07-15,ST-012,PR-00073,499,37
2026-07-15,ST-012,PR-00074,385,21
2026-07-15,ST-012,PR-00075,489,36
2026-07-15,ST-012,PR-00076,272,58
2026-07-15,ST-012,PR-00077,344,24
2026-07-15,ST-012,PR-00078,478,94
2026-07-15,ST-012,PR-00079,431,21
2026-07-15,ST-012,PR-00080,347,84
2026-07-15,ST-012,PR-00081,365,72
2026-07-15,ST-012,PR-00082,257,39
2026-07-15,ST-012,PR-00083,226,34
2026-07-15,ST-012,PR-00084,499,54
2026-07-15,ST-012,PR-00085,192,79
2026-07-15,ST-012,PR-00086,455,24
2026-07-15,ST-012,PR-00087,446,84
2026-07-15,ST-012,PR-00088,120,80
2026-07-15,ST-012,PR-00089,385,75
2026-07-15,ST-012,PR-00090,207,37
2026-07-15,ST-012,PR-00091,424,88
2026-07-15,ST-012,PR-00092,144,80
2026-07-15,ST-012,PR-00093,106,46
2026-07-15,ST-012,PR-00094,215,50
2026-07-15,ST-012,PR-00095,209,83
2026-07-15,ST-012,PR-00096,474,83
2026-07-15,ST-012,PR-00097,59,69
2026-07-15,ST-012,PR-00098,244,97
2026-07-15,ST-012,PR-00099,306,51
2026-07-15,ST-012,PR-00100,317,25
2026-07-15,ST-012,PR-00101,420,44
2026-07-15,ST-012,PR-00102,441,21
2026-07-15,ST-012,PR-00103,494,56
2026-07-15,ST-012,PR-00104,204,74
2026-07-15,ST-012,PR-00105,353,35
2026-07-15,ST-012,PR-00106,24,81
2026-07-15,ST-012,PR-00107,202,39
2026-07-15,ST-012,PR-00108,129,95
2026-07-15,ST-012,PR-00109,473,75
2026-07-15,ST-012,PR-00110,54,79
2026-07-15,ST-012,PR-00111,351,99
2026-07-15,ST-012,PR-00112,343,85
2026-07-15,ST-012,PR-00113,14,41
2026-07-15,ST-012,PR-00114,218,22
2026-07-15,ST-012,PR-00115,313,47
2026-07-15,ST-012,PR-00116,465,44
2026-07-15,ST-012,PR-00117,63,49
2026-07-15,ST-012,PR-00118,209,23
2026-07-15,ST-012,PR-00119,165,29
2026-07-15,ST-012,PR-00120,217,75
2026-07-15,ST-012,PR-00121,447,36
2026-07-15,ST-012,PR-00122,359,76
2026-07-15,ST-012,PR-00123,469,98
2026-07-15,ST-012,PR-00124,28,40
2026-07-15,ST-012,PR-00125,470,58
2026-07-15,ST-012,PR-00126,443,40
2026-07-15,ST-012,PR-00127,326,61
2026-07-15,ST-012,PR-00128,192,26
2026-07-15,ST-012,PR-00129,404,44
2026-07-15,ST-012,PR-00130,296,37
2026-07-15,ST-012,PR-00131,485,91
2026-07-15,ST-012,PR-00132,415,20
2026-07-15,ST-012,PR-00133,359,21
2026-07-15,ST-012,PR-00134,328,64
2026-07-15,ST-012,PR-00135,300,29
2026-07-15,ST-012,PR-00136,359,78
2026-07-15,ST-012,PR-00137,124,38
2026-07-15,ST-012,PR-00138,59,90
2026-07-15,ST-012,PR-00139,239,97
2026-07-15,ST-012,PR-00140,27,35
2026-07-15,ST-012,PR-00141,238,69
2026-07-15,ST-012,PR-00142,49,79
2026-07-15,ST-012,PR-00143,418,89
2026-07-15,ST-012,PR-00144,479,89
2026-07-15,ST-012,PR-00145,435,26
2026-07-15,ST-012,PR-00146,456,93
2026-07-15,ST-012,PR-00147,477,79
2026-07-15,ST-012,PR-00148,398,66
2026-07-15,ST-012,PR-00149,364,59
2026-07-15,ST-012,PR-00150,52,73
2026-07-15,ST-012,PR-00151,8,27
2026-07-15,ST-012,PR-00152,290,45
2026-07-15,ST-012,PR-00153,130,38
2026-07-15,ST-012,PR-00154,130,54
2026-07-15,ST-012,PR-00155,271,40
2026-07-15,ST-012,PR-00156,74,97
2026-07-15,ST-012,PR-00157,134,91
2026-07-15,ST-012,PR-00158,135,27
2026-07-15,ST-012,PR-00159,163,82
2026-07-15,ST-012,PR-00160,40,95
2026-07-15,ST-012,PR-00161,127,29
2026-07-15,ST-012,PR-00162,38,78
2026-07-15,ST-012,PR-00163,7,95
2026-07-15,ST-012,PR-00164,469,89
2026-07-15,ST-012,PR-00165,95,85
2026-07-15,ST-012,PR-00166,450,25
2026-07-15,ST-012,PR-00167,84,47
2026-07-15,ST-012,PR-00168,230,37
2026-07-15,ST-012,PR-00169,32,82
2026-07-15,ST-012,PR-00170,117,34
2026-07-15,ST-012,PR-00171,21,53
2026-07-15,ST-012,PR-00172,398,26
2026-07-15,ST-012,PR-00173,151,36
2026-07-15,ST-012,PR-00174,351,46
2026-07-15,ST-012,PR-00175,392,83
2026-07-15,ST-012,PR-00176,140,24
2026-07-15,ST-012,PR-00177,111,94
2026-07-15,ST-012,PR-00178,181,29
2026-07-15,ST-012,PR-00179,215,75
2026-07-15,ST-012,PR-00180,198,73
2026-07-15,ST-012,PR-00181,182,40
2026-07-15,ST-012,PR-00182,339,21
2026-07-15,ST-012,PR-00183,428,20
2026-07-15,ST-012,PR-00184,250,30
2026-07-15,ST-012,PR-00185,395,69
2026-07-15,ST-012,PR-00186,70,52
2026-07-15,ST-012,PR-00187,180,44
2026-07-15,ST-012,PR-00188,301,94
2026-07-15,ST-012,PR-00189,6,31
2026-07-15,ST-012,PR-00190,322,57
2026-07-15,ST-012,PR-00191,186,84
2026-07-15,ST-012,PR-00192,92,50
2026-07-15,ST-012,PR-00193,89,88
2026-07-15,ST-012,PR-00194,177,60
2026-07-15,ST-012,PR-00195,261,72
2026-07-15,ST-012,PR-00196,464,34
2026-07-15,ST-012,PR-00197,133,66
2026-07-15,ST-012,PR-00198,430,97
2026-07-15,ST-012,PR-00199,459,68
2026-07-15,ST-012,PR-00200,447,35
2026-07-15,ST-013,PR-00001,210,75
2026-07-15,ST-013,PR-00002,496,84
2026-07-15,ST-013,PR-00003,180,73
2026-07-15,ST-013,PR-00004,285,55
2026-07-15,ST-013,PR-00005,296,41
2026-07-15,ST-013,PR-00006,142,89
2026-07-15,ST-013,PR-00007,459,33
2026-07-15,ST-013,PR-00008,182,100
2026-07-15,ST-013,PR-00009,7,26
2026-07-15,ST-013,PR-00010,296,61
2026-07-15,ST-013,PR-00011,365,96
2026-07-15,ST-013,PR-00012,323,60
2026-07-15,ST-013,PR-00013,141,63
2026-07-15,ST-013,PR-00014,275,32
2026-07-15,ST-013,PR-00015,306,92
2026-07-15,ST-013,PR-00016,113,61
2026-07-15,ST-013,PR-00017,207,85
2026-07-15,ST-013,PR-00018,108,33
2026-07-15,ST-013,PR-00019,222,66
2026-07-15,ST-013,PR-00020,13,34
2026-07-15,ST-013,PR-00021,177,100
2026-07-15,ST-013,PR-00022,144,23
2026-07-15,ST-013,PR-00023,223,80
2026-07-15,ST-013,PR-00024,53,30
2026-07-15,ST-013,PR-00025,421,48
2026-07-15,ST-013,PR-00026,414,30
2026-07-15,ST-013,PR-00027,249,59
2026-07-15,ST-013,PR-00028,454,60
2026-07-15,ST-013,PR-00029,234,71
2026-07-15,ST-013,PR-00030,188,83
2026-07-15,ST-013,PR-00031,248,41
2026-07-15,ST-013,PR-00032,412,94
2026-07-15,ST-013,PR-00033,347,40
2026-07-15,ST-013,PR-00034,335,29
2026-07-15,ST-013,PR-00035,370,85
2026-07-15,ST-013,PR-00036,455,20
2026-07-15,ST-013,PR-00037,271,99
2026-07-15,ST-013,PR-00038,474,24
2026-07-15,ST-013,PR-00039,278,69
2026-07-15,ST-013,PR-00040,46,54
2026-07-15,ST-013,PR-00041,355,81
2026-07-15,ST-013,PR-00042,236,87
2026-07-15,ST-013,PR-00043,37,20
2026-07-15,ST-013,PR-00044,390,29
2026-07-15,ST-013,PR-00045,182,35
2026-07-15,ST-013,PR-00046,324,60
2026-07-15,ST-013,PR-00047,314,28
2026-07-15,ST-013,PR-00048,465,52
2026-07-15,ST-013,PR-00049,118,99
2026-07-15,ST-013,PR-00050,262,97
2026-07-15,ST-013,PR-00051,347,39
2026-07-15,ST-013,PR-00052,352,54
2026-07-15,ST-013,PR-00053,381,55
2026-07-15,ST-013,PR-00054,360,52
2026-07-15,ST-013,PR-00055,274,49
2026-07-15,ST-013,PR-00056,414,28
2026-07-15,ST-013,PR-00057,47,76
2026-07-15,ST-013,PR-00058,387,66
2026-07-15,ST-013,PR-00059,394,23
2026-07-15,ST-013,PR-00060,175,66
2026-07-15,ST-013,PR-00061,213,76
2026-07-15,ST-013,PR-00062,302,34
2026-07-15,ST-013,PR-00063,477,65
2026-07-15,ST-013,PR-00064,466,59
2026-07-15,ST-013,PR-00065,276,46
2026-07-15,ST-013,PR-00066,116,35
2026-07-15,ST-013,PR-00067,353,72
2026-07-15,ST-013,PR-00068,177,91
2026-07-15,ST-013,PR-00069,155,73
2026-07-15,ST-013,PR-00070,116,39
2026-07-15,ST-013,PR-00071,177,48
2026-07-15,ST-013,PR-00072,168,34
2026-07-15,ST-013,PR-00073,317,31
2026-07-15,ST-013,PR-00074,276,95
2026-07-15,ST-013,PR-00075,442,100
2026-07-15,ST-013,PR-00076,442,26
2026-07-15,ST-013,PR-00077,226,48
2026-07-15,ST-013,PR-00078,308,59
2026-07-15,ST-013,PR-00079,70,98
2026-07-15,ST-013,PR-00080,97,44
2026-07-15,ST-013,PR-00081,214,64
2026-07-15,ST-013,PR-00082,132,75
2026-07-15,ST-013,PR-00083,58,85
2026-07-15,ST-013,PR-00084,493,42
2026-07-15,ST-013,PR-00085,367,60
2026-07-15,ST-013,PR-00086,118,41
2026-07-15,ST-013,PR-00087,355,97
2026-07-15,ST-013,PR-00088,325,37
2026-07-15,ST-013,PR-00089,170,66
2026-07-15,ST-013,PR-00090,195,36
2026-07-15,ST-013,PR-00091,349,71
2026-07-15,ST-013,PR-00092,457,22
2026-07-15,ST-013,PR-00093,119,76
2026-07-15,ST-013,PR-00094,184,84
2026-07-15,ST-013,PR-00095,141,51
2026-07-15,ST-013,PR-00096,149,28
2026-07-15,ST-013,PR-00097,48,51
2026-07-15,ST-013,PR-00098,76,100
2026-07-15,ST-013,PR-00099,99,33
2026-07-15,ST-013,PR-00100,430,63
2026-07-15,ST-013,PR-00101,291,22
2026-07-15,ST-013,PR-00102,262,53
2026-07-15,ST-013,PR-00103,35,87
2026-07-15,ST-013,PR-00104,491,96
2026-07-15,ST-013,PR-00105,197,58
2026-07-15,ST-013,PR-00106,361,54
2026-07-15,ST-013,PR-00107,487,35
2026-07-15,ST-013,PR-00108,195,29
2026-07-15,ST-013,PR-00109,288,86
2026-07-15,ST-013,PR-00110,308,28
2026-07-15,ST-013,PR-00111,398,43
2026-07-15,ST-013,PR-00112,468,51
2026-07-15,ST-013,PR-00113,442,46
2026-07-15,ST-013,PR-00114,54,90
2026-07-15,ST-013,PR-00115,415,88
2026-07-15,ST-013,PR-00116,127,49
2026-07-15,ST-013,PR-00117,321,50
2026-07-15,ST-013,PR-00118,474,49
2026-07-15,ST-013,PR-00119,392,59
2026-07-15,ST-013,PR-00120,0,86
2026-07-15,ST-013,PR-00121,199,71
2026-07-15,ST-013,PR-00122,48,34
2026-07-15,ST-013,PR-00123,41,76
2026-07-15,ST-013,PR-00124,467,72
2026-07-15,ST-013,PR-00125,34,68
2026-07-15,ST-013,PR-00126,394,50
2026-07-15,ST-013,PR-00127,275,30
2026-07-15,ST-013,PR-00128,342,56
2026-07-15,ST-013,PR-00129,405,71
2026-07-15,ST-013,PR-00130,124,56
2026-07-15,ST-013,PR-00131,60,63
2026-07-15,ST-013,PR-00132,134,42
2026-07-15,ST-013,PR-00133,175,51
2026-07-15,ST-013,PR-00134,16,23
2026-07-15,ST-013,PR-00135,399,82
2026-07-15,ST-013,PR-00136,35,27
2026-07-15,ST-013,PR-00137,339,25
2026-07-15,ST-013,PR-00138,419,70
